year,id,mar1,BMITZVAH,accntsci,age,sex,life,ENGDO,SCIENTBR,SCIENTDA,SPLIVE,vpsu,vstrat,RES2008,RES2010,isco88,spisco88,paisco88,maisco88,abany,abdefect,abhlth,abnomore,abpoor,abrape,absingle,accptoth,acqntsex,actupset,adults,advfront,conrinc,affrmact,aged,agekdbrn,ARCHITCT,arrest,astrolgy,astrosci,attend,away1,babies,ballot,balneg,balpos,barate,betrlang,bible,bigbang,BIGBANG1,biosci,born,bossemps,boyorgrl,cappun,CARECOST,CAREPROV,careself,caresik1,carried,childs,chldidel,class,closeblk,closewht,CMPRGMNG,cohabok,cohort,colath,colcom,coldeg1,colhomo,colmil,COLMSLM,colrac,colsci,colscinm,comprend,compuse,conarmy,conbus,conclerg,condom,condrift,coneduc,confed,confinan,coninc,conjudge,conlabor,conlegis,conmedic,conpress,consci,CONSENT,contv,CONVICTD,cooking1,coop,courts,crack30,CSHUTYP08,CSHUTYP10,cutahead,dateintv,deckids,degree,denom,denom16,DENYRAIS,difstand,DIPGED,directns,discaff,discaffm,discaffw,divbest,divlaw,divorce,DWELL5,dwelling,dwelown,earnrs,earnshh,earthsun,econsci,educ,eftotlt,EHARASWK,ELDCOST,ELDERSUP,ELDHELP,electron,emailhr,emailmin,ENGBRNG,ENGBTR,ENGDA,ENGDGR,ENGEARN,ENGFUN,ENGGOOD,ENGINT,ENGLONE,ENGNRING,engnrsci,ENGODD,ENGPROB,ENGREL,ENGRESP,ENGSON,eqwlth,eth1,eth2,eth3,ethnic,ethnum,evcrack,EVDWELL,EVHARJB,evidu,EVLOSEJB,EVNEGJOB,evolved,EVOLVED1,evpaidsx,evstray,evwork,expdesgn,exptext,fair,fambudgt,famdif16,famgen,family16,famsuffr,FAMVSWK1,FAMWKBST,FAMWKLST,FARMING,fear,fechld,feelevel,feeused,fefam,fehire,fejobaff,fepol,fepresch,finalter,FINLCOUN,finrela,FIREFTNG,form,formwt,frndsex,FUCITZN,fund,fund16,gender1,getahead,givblood,givchrty,givhmlss,givseat,god,goodlife,gradtounder,granborn,grass,gunlaw,HAPCOHAB,hapmar,happy,happy7,HARJOB5,health,health1,hefinfo,helpaway,helpblk,helpful,helphwrk,helpjob,helpnot,helpoth,helppoor,helpsick,HHCLEAN1,hhrace,hhtype,hhtype1,hhwkfair,hispanic,histsci,hivtest,hivtest1,hivtest2,homekid,homosex,hompop,hotcore,housewrk,hrs1,hrs2,hsbio,hschem,hsmath,hsphys,hubbywk1,hunt,idu30,IF08WHO,IGNORWK,incom16,income,income06,INDUS10,intage,INTECON,INTEDUC,INTENVIR,intethn,INTFARM,inthisp,intid,INTINTL,intlblks,intlwhts,INTMED,INTMIL,intrace1,intrace2,intrace3,intrhome,INTSCI,intsex,INTSPACE,INTTECH,intyrs,issp,jew,jew16,JEW16AJ,JEWAJ,jobfind,jobhour,jobinc,joblose,jobmeans,jobpromo,jobsec,jobsecok,JOBVSFA1,JOKESWK,JOURNLSM,KD1JWOTH,kd1relig,KD2JWOTH,kd2relig,kd3relig,KIDFINBU,KIDJOB,kidjoy,kidnofre,kidnum,KIDSOCST,kidssol,kidsuffr,lackinfo,lasers,laundry1,LAWENFRC,lentto,letdie1,letin1,libath,libcom,libhomo,libmil,LIBMSLM,librac,LIEDCWKR,liveblks,livewhts,lngthinv,loanitem,localnum,LOCKEDUP,lookaway,LOSEJOB5,madeg,maeduc,MAIND10,majew,major1,major2,majorcol,MAJWOTH,MAOCC10,marasian,marblk,marelig,marhappy,marhisp,marhomo,marital,marlegit,MARRCOUN,marwht,matesex,mawork14,mawrkgrw,mawrkslf,mawrkwrm,medsci,MEDTREAT,meovrwrk,mntlhlth,mobile16,mode,nataid,nataidy,natarms,natarmsy,natchld,natcity,natcityy,natcrime,natcrimy,natdrug,natdrugy,nateduc,nateducy,NATENRGY,natenvir,natenviy,natfare,natfarey,natheal,nathealy,natmass,natpark,natrace,natracey,natroad,natsci,natsoc,natspac,natspacy,NEGJOB5,news,newsfrom,nextgen,numcong,numemps,numkids,nummen,numwomen,obey,OCC10,odds1,odds2,old1,oth16,othcredt,other,othersex,OTHJEW,OTHJEW16,othlang,othlang1,othlang2,othshelp,oversamp,owngun,padeg,paeduc,PAIDLV,PAIDLV1,PAIDLVDV,PAIDLVPY,paidsex,PAIND10,pajew,PAJWOTH,PAOCC10,parborn,parelig,parsol,partfull,partners,partnrs5,partyid,pawrkslf,peoptrbl,phase,phone,physcsci,pikupsex,pillok,pistol,polabuse,polattak,poleff11,poleff13,poleff15,poleff16,poleff17,poleff3,POLEFY11,POLEFY13,POLEFY15,POLEFY16,POLEFY17,POLEFY3,polescap,polhitok,polmurdr,polviews,popespks,popular,pornlaw,posslq,POSSLQY,postlife,pray,prayer,premarsx,PRES08,PRESPOP,preteen,putdown,racdif1,racdif2,racdif3,racdif4,race,racecen1,racecen2,racecen3,raclive,racopen,racwork,radioact,rank,RATETONE,realinc,realrinc,reborn,reg16,region,relactiv,relatsex,relig,relig16,reliten,relpersn,repairs1,res16,respnum,retchnge,RFAMLOOK,rhhwork,richwork,rifle,rincom06,rincome,rowngun,rplace,RUDEWK,RUMORWK,rvisitor,sampcode,sample,satfam7,satfin,satjob,satjob7,savesoul,scibnfts,SCIENTAL,SCIENTBE,SCIENTDN,SCIENTDO,SCIENTFU,SCIENTGO,SCIENTHE,SCIENTMO,SCIENTOD,SCIENTR,SCIENTRE,SCIENTSN,SCIENTWK,scifrom,SCINEWS1,SCINEWS2,scinews3,scistudy,scitext,sector,seeksci,selffrst,selfless,sexeduc,sexfreq,SEXORNT,sexsex,SEXSEX18,sexsex5,shop1,shotgun,shout,sibs,singlpar,size,SLSMNSHP,socbar,socfrend,socommun,socrel,socsci,solarrev,spaneng,spanint,spanking,spanself,spbarate,spdeg,spden,SPDIPGED,speduc,speftotlt,spevwork,SPFALOOK,spfund,spgradtounder,sphhwork,sphrs1,sphrs2,SPIND10,spjew,spjew16,SPJEWAJ,SPJOTH16,spkath,spkcom,spkhomo,spklang,spkmil,SPKMSLM,spkrac,SPOCC10,spother,SPOTHJEW,sprel,sprel16,sprtprsn,spsector,spwrkslf,spwrksta,srcbelt,SSFCHILD,SSMCHILD,suicide1,suicide2,suicide3,suicide4,supcares,SYNMEM,talkedto,tax,teens,teensex,thnkself,ticket,TIREDHM1,TIREDWK1,TOLDWORK,toofast,treatres,trust,trynewjb,tvhours,twoincs1,unemp,union,unrelat,USCITZN,usewww,uswar,uswary,version,vetyears,viruses,VISART,visitors,VISLIB,VISNHIST,VISSCI,VISZOO,VOEDCOL,VOEDNCOL,VOEDNME1,VOEDNME2,VOLACTY2,VOLACTYR,volchrty,VOLMONTH,VOTE08,WEBMOB,weekswrk,whencol,whenhs,where1,whoelse1,whoelse2,whoelse3,whoelse4,whoelse5,whoelse6,widowed,wkageism,WKBHVRS,WKKIDSCL,WKKIDSCS,WKNDACT,wkracism,WKRSPNS,wkstress,wksub,wksubs,wksup,wksups,wkvsfam,WKYNGSCL,WKYNGSCS,wlthblks,wlthwhts,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,workblks,workhard,workwhts,wrkbaby,wrkgovt,wrksch,wrkslf,wrkstat,wrkwayup,wwwhr,wwwmin,xmarsex,xmovie,xnorcsiz,zodiac
2012.0,1.0,MARRIED,,,22.0,MALE,EXCITING,,,,,1.0,3001.0,LIVING IN THE U.S.,LIVING IN THE U.S.,3429.0,,1233.0,,YES,YES,YES,,,YES,,Most days,SEX W ACQUAINTANCE,NEVER,3.0,,,,,,,NO,,,ONCE A YEAR,,0.0,BALLOT A,,,58%+,,INSPIRED WORD,,,,YES,VERY GOOD,,,The employers,"Private childcare providers (e.g., private day care center, nanny, babysitter)",Agree,,Not at all in the past year,0.0,2.0,UPPER CLASS,NEITHER ONE OR THE OTHER,7.0,,AGREE,1990.0,ALLOWED,NOT FIRED,,ALLOWED,NOT ALLOWED,,NOT ALLOWED,,,GOOD,YES,,,,NOT USED,,,,,178712.46494,,,,,,,R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED,,No,,"FRIENDLY,INTERESTED",,,LIVING IN HOUSEHOLD,LIVING IN INSTITUTION,At least 2 or 3 times in the past year,721.0,,BACHELOR,,,Never,RARELY,High School diploma,Once in the past year,NOT VERY LIKELY,,SOMEWHAT UNLIKELY,STRONGLY DISAGREE,MORE DIFFICULT,,,DETACHED 1-FAM HOUSE,OWN OR IS BUYING,3.0,,,,16.0,468+,Never,,Disagree,Family members,,4.0,,,,,,,,,,,,,,,,,,,ITALY,GERMANY,HUNGARY,GERMANY,CHOOSES 1 OF 2+,NO,,,NO,,,,,NO,NEVER MARRIED,,,,,,,"2 GENS, CHILDREN",MOTHER & FATHER,AGREE,Once or twice,The mother stays at home and the father works full-time,Both the mother and father work full-time,,NO,STRONGLY AGREE,$75+,"YES, MONEY",DISAGREE,NEITHER AGREE NOR DISAGREE,,DISAGREE,AGREE,STAYED SAME,,ABOVE AVERAGE,,ALTERNATE <Y>,1.0,HAD SEX WITH FRIEND,,MODERATE,MODERATE,MALE,BOTH EQUALLY,Once in the past year,Once in the past year,At least 2 or 3 times in the past year,Once in the past year,BELIEVE BUT DOUBTS,,.211+,4.0,,OPPOSE,,,VERY HAPPY,Very happy,,GOOD,Good,1ST PERSON,Once in the past year,,,More than once a week,Once a month,,,,,,WHITE,"3ADLTS,2MAR,SP,REL,0KIDS","MARRIED COUPLE, NO CHILDREN",,NOT HISPANIC,,No,,,DISAGREE,NOT WRONG AT ALL,3.0,,DISAGREE,15.0,,,,,,Disagree,NEITHER,,Obama,Never,ABOVE AVERAGE,$25000 OR MORE,$150000 OR OVER,7470.0,60.0,,,,WHITE,,NOT HISPANIC,49.0,,4.0,4.0,,,White,,,,,FEMALE,,,2.0,DID ISSP,,,,,SOMEWHAT EASY,FIFTH,SECOND,NOT LIKELY,THIRD,MOST IMPT,FOURTH,Somewhat true,Once or twice,Rarely,,,,,,,Agree,Disagree,NEITHER AGREE NOR DISAGREE,AGREE,,Neither agree or disagree,,AGREE,RARELY,,,,Once in the past year,NO,REDUCED A LITTLE,,NOT REMOVE,NOT REMOVE,NOT REMOVE,Remove,,Never,NEITHER FAVOR NOR OPPOSE,STRONGLY FAVOR,69.0,Not at all in the past year,1-9,No,STRONGLY DISAGREE,,BACHELOR,16.0,,,ENGLISH,,,,,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,,NEITHER AGREE NOR DISAGREE,NEITHER FAVOR NOR OPPOSE,STRONGLY AGREE,NEVER MARRIED,AGREE,,NEITHER FAVOR NOR OPPOSE,YES,NO,NO,,AGREE,,,AGREE,10.0,"SAME ST,DIF CITY",IN-PERSON,,ABOUT RIGHT,,TOO MUCH,ABOUT RIGHT,,TOO LITTLE,,ABOUT RIGHT,,ABOUT RIGHT,,TOO LITTLE,Too little,,TOO LITTLE,,TOO LITTLE,,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,TOO LITTLE,,,,ONCE A WEEK,,,,,2.0,0.0,4.0,,4800.0,,,48.0,,NEVER,,NOT SELECTED,,,NO,,,Agree,1.0,NO,GRADUATE,16.0,"Yes, enter months",8.0,The mother and the father should each take half of the paid leave period,Both government and the employer,NOT SELECTED,4380.0,,,4710.0,BOTH IN U.S,,,PART-TIME,2 PARTNERS,5-10 PARTNERS,"IND,NEAR DEM",SOMEONE ELSE,Neither Agree nor Disagree,PHASE TWO - SUB SAMPLED CASES,CELLPHONE,,NOT SELECTED,AGREE,NO,,,,,,,,,Some,A little,A little,,Most,Some,,,,MODERATE,UNCERTAIN TRUE OR FALSE,,,,"I have a husband or wife or steady partner, but we don’t live in the same household.",YES,ONCE A WEEK,APPROVE,NOT WRONG AT ALL,,Approve,0.0,NEVER,YES,NO,NO,NO,WHITE,WHITE,,,YES,CANT DISCRIMINATE,ALL WHITE,,3.0,2.0,155139.9731,,NO,NEW ENGLAND,NEW ENGLAND,NEVER,"YES, IN RELATIONSHIP",CATHOLIC,CATHOLIC,NOT VERY STRONG,SLIGHT RELIGIOUS,,TOWN LT 50000,3RD PERSON,At least 2 or 3 times in the past year,0.0,2.0,CONTINUE WORKING,NO,,,,CHILD,Never,Never,R. IS HOUSEHOLD MEMBER,601.0,10.0,Completely satisfied,SATISFIED,VERY SATISFIED,Very satisfied,NO,,,,,,,,,,,,,,,,,,,,,"Public, 4-year or above",,Neither Agree nor Disagree,Most days,FAVOR,2-3 PER WEEK,Heterosexual or straight,EXCLUSIVELY FEMALE,Only Women,EXCLUSIVELY FEMALE,,NO,NEVER,1.0,AGREE,14.0,,SEV TIMES A WEEK,ONCE A MONTH,SEV TIMES A WEEK,SEV TIMES A MNTH,,,ENGLISH,,AGREE,,,,,,,,,,,,,,,,,,IAP,,,NOT ALLOWED,ALLOWED,,ALLOWED,Not allowed,NOT ALLOWED,,,,,,MODEATE SPIRTUAL,,,,"SUBURB, 13-100",Agree,Agree,NO,NO,NO,NO,Very true,,Once a week,ABOUT RIGHT,0.0,ALMST ALWAYS WRG,,YES,Several times a week,Never,,,STRONGLY AGREE,,Not at all likely,1.0,Neither Agree nor Disagree,,,0.0,,,,NO,1.0,NONE,,,NO VISITORS,,,,,No,,,,No,No,Not at all in the past year,No,Did not vote,,42.0,2012.0,,,NO,NO,NO,NO,NO,YES,,NO,Your supervisor or boss,,,,NO,Talked to family or friends,SOMETIMES,YES,NO,NO,,Sometimes,,,5.0,4.0,CORRECT,CORRECT,INCORRECT,CORRECT,CORRECT,CORRECT,INCORRECT,INCORRECT,CORRECT,CORRECT,7.0,4.0,,4.0,WORK PART-TIME,PRIVATE,WORK PART-TIME,SOMEONE ELSE,WORKING PARTTIME,AGREE SOMEWHAT,5.0,,ALWAYS WRONG,,"UNINC,MED CITY",LIBRA
2012.0,6.0,DIVORCED,,,50.0,FEMALE,,,,,,1.0,3001.0,LIVING IN THE U.S.,LIVING IN THE U.S.,2141.0,8322.0,5162.0,4115.0,YES,YES,YES,YES,YES,YES,YES,Most days,,,2.0,,,OPPOSE PREF,,25.0,,YES,,,,,0.0,BALLOT A,,,58%+,,INSPIRED WORD,,,,YES,,,OPPOSE,The family,Family members,Agree,Always me,Not at all in the past year,2.0,2.0,MIDDLE CLASS,NEITHER ONE OR THE OTHER,NEITHER ONE OR THE OTHER,,STRONGLY AGREE,1962.0,NOT ALLOWED,,,ALLOWED,NOT ALLOWED,Not allowed,NOT ALLOWED,,,GOOD,YES,,,,,,,,,21065.0,,,,,,,R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED,,No,Usually me,"FRIENDLY,INTERESTED",NOT HARSH ENOUGH,,LIVING IN HOUSEHOLD,LIVING IN HOUSEHOLD,Once a month,502.0,Mostly me,BACHELOR,,NO DENOMINATION,,,High School diploma,Once a month,SOMEWHAT LIKELY,SOMEWHAT LIKELY,,STRONGLY AGREE,EASIER,NO,,2 UNITS-ONE ABOVE,PAYS RENT,1.0,Spouse has a higher income,,,19.0,468+,,The elderly people themselves or their family,Agree,Family members,,,5.0,,,,,,,,,,,,,,,,,,AMERICAN INDIAN,FRANCE,IRELAND,,CANNOT CHOOSE 1,,,,,,,,,,,YES,,,,"POOL ALL MONEY, TAKE OUT WHAT WE NEED",PARENT DIED,1 GEN,OTHER,AGREE,Doesn’t apply/no job,,,,YES,AGREE,20.0,"YES, MONEY",STRONGLY DISAGREE,,STRONGLY AGAINST,DISAGREE,,STAYED SAME,,BELOW AVERAGE,,STANDARD <X>,1.0,,,,MODERATE,MALE,BOTH EQUALLY,Not at all in the past year,At least 2 or 3 times in the past year,Once a month,Not at all in the past year,BELIEVE BUT DOUBTS,,0-.210499,ALL IN U.S,,FAVOR,Very happy,,VERY HAPPY,Fairly happy,,POOR,Poor,2ND PERSON,Once in the past year,,,At least two or three times in the past year,At least two or three times in the past year,,,,,Always me,WHITE,"2AS,NTMAR,NTREL,OPSEX,0KS","COHAB COUPLE, NO CHILDREN",I do a bit less than my fair share of hh work,NOT HISPANIC,,,,,AGREE,NOT WRONG AT ALL,2.0,,DISAGREE,,,,,,,Disagree,NEITHER,,,,,$25000 OR MORE,$25000 TO 29999,7290.0,62.0,,,,WHITE,,NOT HISPANIC,235.0,,5.0,5.0,,,White,,,,,FEMALE,,,2.0,DID ISSP,,,,,,,SECOND,,,,,,Doesn’t apply/no job,,,,,,,,Disagree,Agree,AGREE,DISAGREE,,Agree,,DISAGREE,,,Always me,,At least two or three times in the past year,YES,REDUCED A LOT,NOT REMOVE,NOT REMOVE,NOT REMOVE,REMOVE,Remove,NOT REMOVE,,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,98.0,At least 2 or 3 times in the past year,,Yes,,,HIGH SCHOOL,12.0,770.0,,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,LAW,,,5700.0,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,,AGREE,NEITHER FAVOR NOR OPPOSE,STRONGLY AGREE,WIDOWED,AGREE,,NEITHER FAVOR NOR OPPOSE,,NO,YES,SOMEONE ELSE,STRONGLY AGREE,,,STRONGLY AGREE,,"SAME ST,DIF CITY",IN-PERSON,TOO MUCH,,TOO MUCH,,TOO LITTLE,TOO LITTLE,,ABOUT RIGHT,,TOO LITTLE,,ABOUT RIGHT,,Too little,TOO LITTLE,,TOO MUCH,,TOO LITTLE,,ABOUT RIGHT,TOO LITTLE,TOO MUCH,,TOO LITTLE,TOO LITTLE,TOO MUCH,ABOUT RIGHT,,,EVERYDAY,,,,,2.0,,,,1300.0,,,53.0,,,,,,,NO,,,Agree,1.0,NO,JUNIOR COLLEGE,14.0,"Yes, enter months",1.0,The mother and the father should each take half of the paid leave period,The government,,9470.0,,,3710.0,BOTH IN U.S,,,,,,STRONG DEMOCRAT,SOMEONE ELSE,Agree,PHASE ONE - INITIAL CASES,CELLPHONE,,,STRONGLY AGREE,NO,,,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,,,,,,,,,,MODERATE,,,,LIVING AS MARRIED,,YES,SEVERAL TIMES A DAY,DISAPPROVE,NOT WRONG AT ALL,Obama,Disapprove,0.0,,NO,NO,NO,YES,WHITE,WHITE,,,YES,CANT DISCRIMINATE,,,2.0,2.0,13475.0,,NO,MIDDLE ATLANTIC,MIDDLE ATLANTIC,NEVER,,PROTESTANT,CHRISTIAN,NOT VERY STRONG,VERY RELIGIOUS,Usually my spouse or partner,"COUNTRY,NONFARM",2ND PERSON,Not at all in the past year,2.0,5.0,,NO,,,,NON-RELATIVE,,,R. IS HOUSEHOLD MEMBER,601.0,10.0,Neither satisfied nor dissatisfied,NOT AT ALL SAT,,,YES,,,,,,,,,,,,,,,,,,,,,"Public, 4-year or above",,Disagree,Some days,FAVOR,,,,,,Usually my spouse or partner,NO,,4.0,DISAGREE,24.0,,NEVER,NEVER,ALMOST DAILY,ALMOST DAILY,,,ENGLISH,,,,,,,,,,,0.0,,,0.0,,,,,,IAP,,ALLOWED,ALLOWED,ALLOWED,,ALLOWED,Not allowed,ALLOWED,,,,,,VERY SPIRITUAL,,,,OTHER URBAN,Agree,Agree,YES,NO,NO,YES,,,Once a month,ABOUT RIGHT,0.0,ALWAYS WRONG,,YES,Doesn’t apply/no job,Doesn’t apply/no job,,,,,,4.0,Agree,,,1.0,,,,YES,1.0,NONE,,,NO VISITORS,,,,,Yes,,Vocational School/Trades/technical (not High School not College),,No,No,Not at all in the past year,No,Voted,,0.0,1999.0,,,NO,NO,NO,NO,NO,YES,,,,Worked part-time,Stayed at home,Mostly me,,,,YES,YES,NO,,,Worked part-time,Worked part-time,4.0,4.0,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,CORRECT,,CORRECT,INCORRECT,8.0,6.0,,HARDWORKING,WORK PART-TIME,PRIVATE,WORK FULL-TIME,SOMEONE ELSE,OTHER,AGREE SOMEWHAT,0.0,0.0,SOMETIMES WRONG,,"CITY,50-250000",TAURUS
2012.0,7.0,MARRIED,,,35.0,FEMALE,,,,,12.0,1.0,3001.0,LIVING IN THE U.S.,LIVING IN THE U.S.,5220.0,9312.0,110.0,5220.0,,,,,,,,,,,2.0,,,OPPOSE PREF,DEPENDS,23.0,,NO,,,SEVRL TIMES A YR,,0.0,BALLOT B,,,,LANGUAGE 1,WORD OF GOD,,,,YES,,,FAVOR,The family,"Private childcare providers (e.g., private day care center, nanny, babysitter)",,About Equal or Both Together,,2.0,AS MANY AS WANT,WORKING CLASS,,,,AGREE,1977.0,,,,,,,,,,GOOD,YES,A GREAT DEAL,HARDLY ANY,ONLY SOME,NOT USED,,HARDLY ANY,HARDLY ANY,ONLY SOME,24895.0,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,R CONSENTS TO PARTCIPATE IN THE SURVEY BUT DOES NOT WANT TO BE RECORDED,ONLY SOME,No,Always me,"FRIENDLY,INTERESTED",NOT HARSH ENOUGH,,LIVING IN HOUSEHOLD,LIVING IN HOUSEHOLD,,421.0,We decide together,JUNIOR COLLEGE,,NO DENOMINATION,,,High School diploma,,,SOMEWHAT UNLIKELY,,DISAGREE,MORE DIFFICULT,NO,,2 UNITS-ONE ABOVE,PAYS RENT,4.0,Spouse partner has much higher income,,,15.0,468+,,The elderly people themselves or their family,Agree,Family members,,8.0,0.0,,,,,,,,,,,,,,,,,2.0,GERMANY,,,GERMANY,NAMES 1,NO,,,NO,,,,,NO,NO,YES,,,DEPENDS,"POOL ALL MONEY, TAKE OUT WHAT WE NEED",,"2 GENS, CHILDREN",MOTHER & FATHER,DISAGREE,Doesn’t apply/no job,The mother works part-time and the father works full-time,Both the mother and father work part-time,,,AGREE,20.0,"YES, MONEY",DISAGREE,,,DISAGREE,DISAGREE,STAYED SAME,,BELOW AVERAGE,,STANDARD <X>,1.0,,,MODERATE,MODERATE,MALE,,,,,,KNOW GOD EXISTS,NEITHER,,,LEGAL,,,PRETTY HAPPY,PRETTY HAPPY,Very happy,,,Excellent,2ND PERSON,,NO SPECIAL TREATMENT,DEPENDS,,,AGREE WITH BOTH,4TH IMPORTANT,GOVT ACTION,GOVT SHOULD HELP,Always me,WHITE,"2ADLTS,MAR,1+KIDS",MARRIED COUPLE W CHILDREN,I do much more than my fair share of hh work,NOT HISPANIC,,Yes,200006.0,Private doctor or HMO office,AGREE,,4.0,,AGREE,,,,,,,Neither Agree nor Disagree,,,McCain,,AVERAGE,$25000 OR MORE,$30000 TO 34999,5190.0,62.0,,,,WHITE,,NOT HISPANIC,235.0,,,,,,White,,,,,FEMALE,,,2.0,DID ISSP,,,,,,THIRD,FIFTH,,FOURTH,MOST IMPT,SECOND,,Doesn’t apply/no job,,,,,,,,Disagree,Disagree,AGREE,DISAGREE,,Agree,SOMEWHAT WORSE,DISAGREE,,,Always me,,,YES,REDUCED A LOT,,,,,,,,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,80.0,,,No,,,HIGH SCHOOL,12.0,8680.0,,BUSINESS ADMINISTRATION,PSYCHOLOGY,,,4760.0,NEITHER FAVOR NOR OPPOSE,NEITHER FAVOR NOR OPPOSE,,NEITHER AGREE NOR DISAGREE,NEITHER FAVOR NOR OPPOSE,,MARRIED,DISAGREE,,NEITHER FAVOR NOR OPPOSE,YES,NO,YES,SOMEONE ELSE,AGREE,,,AGREE,,SAME CITY,IN-PERSON,ABOUT RIGHT,,TOO LITTLE,,TOO LITTLE,TOO LITTLE,,TOO LITTLE,,ABOUT RIGHT,,TOO LITTLE,,About right,TOO LITTLE,,TOO MUCH,,TOO LITTLE,,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,,,NEVER,,,30.0,,,"SOME,1+",0.0,3RD IMPORTANT,4760.0,,,43.0,,,,,,,YES,FRENCH,,,1.0,,JUNIOR COLLEGE,14.0,"Yes, enter months",2.0,The mother and the father should each take half of the paid leave period,The employer,,9790.0,,,9810.0,BOTH IN U.S,,SOMEWHAT WORSE,,1 PARTNER,1 PARTNER,INDEPENDENT,SOMEONE ELSE,,PHASE ONE - INITIAL CASES,CELLPHONE,,,AGREE,,NO,YES,,,,,,,,,,,,,NO,NO,NO,MODERATE,,LEAST IMPORTANT,ILLEGAL UNDER 18,MARRIED WITH PARTNER,,YES,ONCE A WEEK,DISAPPROVE,NOT WRONG AT ALL,,Disapprove,2.0,,NO,NO,NO,YES,WHITE,WHITE,,,YES,,,,5.0,2.0,15925.0,,YES,MIDDLE ATLANTIC,MIDDLE ATLANTIC,SEVERAL TIMES A YEAR,"YES, IN RELATIONSHIP",CHRISTIAN,PROTESTANT,SOMEWHAT STRONG,NOT RELIGIOUS,Usually my spouse or partner,TOWN LT 50000,2ND PERSON,,25.0,40.0,,,,,,SPOUSE,,,R. IS HOUSEHOLD MEMBER,601.0,10.0,Very satisfied,MORE OR LESS,VERY SATISFIED,,YES,,,,,,,,,,,,,,,,,,,,,"Public, 2-year",,,,FAVOR,4+ PER WEEK,Heterosexual or straight,EXCLUSIVELY MALE,Only men,EXCLUSIVELY MALE,Always me,,,2.0,AGREE,24.0,,NEVER,ALMOST DAILY,SEV TIMES A MNTH,NEVER,,,ENGLISH,,AGREE,,,HIGH SCHOOL,,High School diploma,12.0,,,15.0,MODERATE,,15.0,60.0,,770.0,,,IAP,,,,,POORLY/HARDLY AT ALL,,,,6260.0,,,CATHOLIC,,NOT SPIRITUAL,,SELF-EMPLOYED,WORKING FULLTIME,OTHER URBAN,Agree,Agree,YES,NO,NO,NO,,,,,0.0,ALWAYS WRONG,MOST IMPORTANT,NO,Doesn’t apply/no job,Doesn’t apply/no job,,,,CANNOT TRUST,,3.0,Agree,YES,NEITHER BELONGS,0.0,,,YES,,2.0,NONE,,,NO VISITORS,,,,,No,,,,Yes,No,,,Did not vote,,0.0,2003.0,,,YES,YES,YES,NO,NO,NO,NO,,,Worked full-time,Stayed at home,Mostly me,,,,NO,,YES,NO,,Stayed at home,Stayed at home,4.0,4.0,CORRECT,CORRECT,,CORRECT,CORRECT,CORRECT,,,CORRECT,INCORRECT,6.0,,2ND IMPORTANT,,,PRIVATE,,SOMEONE ELSE,KEEPING HOUSE,AGREE SOMEWHAT,2.0,,,NO,"CITY,50-250000",SCORPIO
